CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
706682651,11/04/2015,01:12:00,,,11/04/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,83,INSIDE,,,,1007867,194479,40.700453401,-73.914827259,"(40.700453401, -73.914827259)"
203880970,11/01/2015,05:22:00,,,11/01/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,77,OUTSIDE,,,,998494,186460,40.678463141,-73.948647719,"(40.678463141, -73.948647719)"
761858205,10/31/2015,20:53:00,,,10/31/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,105,OUTSIDE,,,,1056001,180285,40.661234892,-73.741384856,"(40.661234892, -73.741384856)"
924051479,10/31/2015,20:53:00,,,10/31/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,105,OUTSIDE,,,,1056001,180285,40.661234892,-73.741384856,"(40.661234892, -73.741384856)"
753303709,10/31/2015,06:02:00,,,10/31/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. HOUSING POLICE,,69,OUTSIDE,,,,1013375,176522,40.651149097,-73.895040392,"(40.651149097, -73.895040392)"
730620042,10/29/2015,20:08:00,,,10/29/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,46,INSIDE,,,,1009854,247503,40.845984788,-73.907459177,"(40.845984788, -73.907459177)"
326382530,10/28/2015,20:07:00,,,10/28/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,28,OUTSIDE,,,,996792,230879,40.80038483,-73.954701109,"(40.80038483, -73.954701109)"
308604157,10/27/2015,21:24:00,,,10/27/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,67,INSIDE,,,,1006329,177267,40.653214329,-73.920430403,"(40.653214329, -73.920430403)"
494623257,10/26/2015,18:09:00,,,10/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,88,OUTSIDE,,,,992112,185590,40.676083154,-73.971657681,"(40.676083154, -73.971657681)"
423967752,10/26/2015,12:50:00,,,10/26/2015,101,MURDER & NON-NEGL. MANSLAUGHTER,,,COMPLETED,FELONY,N.Y. POLICE DEPT,,40,INSIDE,,,,1007252,239375,40.823682942,-73.916891628,"(40.823682942, -73.916891628)"
